Signal_ID,Date,Signal_Type,Signal_Strength,Confidence_Score,Entry_Price,Exit_Price,Predicted_Price,Target_Price,Stop_Loss_Price,Actual_Gain_Loss_Pct,Actual_Gain_Loss_Amount,Max_Gain_During_Period,Max_Loss_During_Period,Volatility_During_Period,Prediction_Accuracy,Target_Hit,Stop_Loss_Hit,Exit_Reason,Planned_Duration_Days,Actual_Duration_Days,Annualized_Return_Pct,Risk_Reward_Ratio,Portfolio_Value_After_Trade,Predicted_Trend,Actual_Trend,Trade_Success,High_Confidence
SIG_0225,Day_224,SELL,Strong,37.73,74.58,37.29,2744.37,82.04,72.34,-50.0,0.0,0.0,-50.0,50.0,Correct,No,Yes,Stop_Loss,1,1,-18250.0,3.33,975323.53,Bearish,Bearish,Loss,Yes
SIG_0226,Day_225,BUY,Weak,0.49,37.29,73.01,2757.88,41.02,36.17,95.79,93426.0,95.79,0.0,95.79,Correct,Yes,No,Target_Hit,1,1,34963.26,3.33,1068749.54,Bullish,Bullish,Profitable,No
SIG_0227,Day_226,BUY,Strong,59.84,73.01,35.44,4408.31,80.31,70.82,-51.46,-54996.47,0.0,-51.46,51.46,Incorrect,No,Yes,Stop_Loss,1,1,-18782.43,3.33,1013753.07,Bullish,Bearish,Loss,Yes
SIG_0228,Day_227,BUY,Strong,2.79,35.44,68.65,4531.18,38.98,34.38,93.71,94996.44,93.71,0.0,93.71,Correct,Yes,No,Target_Hit,1,1,34203.3,3.33,1108749.51,Bullish,Bullish,Profitable,Yes
SIG_0229,Day_228,SELL,Strong,34.5,68.65,34.81,2968.06,75.52,66.59,-49.29,0.0,0.0,-49.29,49.29,Correct,No,Yes,Stop_Loss,1,1,-17992.13,3.33,1108749.51,Bearish,Bearish,Loss,Yes
SIG_0230,Day_229,BUY,Strong,53.48,34.81,68.91,4555.24,38.29,33.77,97.96,108613.5,97.96,0.0,97.96,Correct,Yes,No,Target_Hit,1,1,35755.53,3.33,1217363.01,Bullish,Bullish,Profitable,Yes
SIG_0231,Day_230,SELL,Strong,38.95,68.91,70.67,2780.87,75.8,66.84,2.55,0.0,2.55,0.0,2.55,Incorrect,No,No,Target_Duration,1,1,932.23,3.33,1217363.01,Bearish,Bullish,Profitable,Yes
SIG_0232,Day_231,BUY,Strong,67.46,70.67,36.13,4656.75,77.74,68.55,-48.88,-59498.68,0.0,-48.88,48.88,Incorrect,No,Yes,Stop_Loss,1,1,-17839.39,3.33,1157864.33,Bullish,Bearish,Loss,Yes
SIG_0233,Day_232,SELL,Strong,37.42,36.13,71.34,2914.02,39.74,35.05,97.45,0.0,97.45,0.0,97.45,Incorrect,Yes,No,Target_Hit,1,1,35570.58,3.33,1157864.33,Bearish,Bullish,Profitable,Yes
SIG_0234,Day_233,BUY,Strong,10.65,71.34,36.25,3224.23,78.47,69.2,-49.19,-56951.86,0.0,-49.19,49.19,Incorrect,No,Yes,Stop_Loss,1,1,-17953.25,3.33,1100912.47,Bullish,Bearish,Loss,Yes
SIG_0235,Day_234,BUY,Strong,49.32,36.25,36.01,4814.38,39.88,35.16,-0.66,-728.88,0.0,-0.66,0.66,Incorrect,No,No,Target_Duration,1,1,-241.66,3.33,1100183.59,Bullish,Bearish,Loss,Yes
SIG_0236,Day_235,SELL,Strong,32.14,36.01,70.66,3266.88,39.61,34.93,96.22,0.0,96.22,0.0,96.22,Incorrect,Yes,No,Target_Hit,1,1,35121.49,3.33,1100183.59,Bearish,Bullish,Profitable,Yes
SIG_0237,Day_236,BUY,Strong,57.25,70.66,69.6,5137.04,77.73,68.54,-1.5,-1650.43,0.0,-1.5,1.5,Incorrect,No,No,Target_Duration,1,1,-547.55,3.33,1098533.16,Bullish,Bearish,Loss,Yes
SIG_0238,Day_237,SELL,Strong,35.01,69.6,36.71,3338.67,76.56,67.51,-47.26,0.0,0.0,-47.26,47.26,Correct,No,Yes,Stop_Loss,1,1,-17248.35,3.33,1098533.16,Bearish,Bearish,Loss,Yes
SIG_0239,Day_238,BUY,Strong,49.91,36.71,35.43,5004.96,40.38,35.61,-3.49,-3830.35,0.0,-3.49,3.49,Incorrect,No,Yes,Stop_Loss,1,1,-1272.68,3.33,1094702.8,Bullish,Bearish,Loss,Yes
SIG_0240,Day_239,SELL,Strong,5.63,35.43,68.39,4723.38,38.97,34.37,93.03,0.0,93.03,0.0,93.03,Incorrect,Yes,No,Target_Hit,1,1,33955.41,3.33,1094702.8,Bearish,Bullish,Profitable,Yes
SIG_0241,Day_240,SELL,Strong,32.74,68.39,34.85,3176.86,75.23,66.34,-49.04,0.0,0.0,-49.04,49.04,Correct,No,Yes,Stop_Loss,1,1,-17900.42,3.33,1094702.8,Bearish,Bearish,Loss,Yes
SIG_0242,Day_241,SELL,Strong,6.45,34.85,69.22,2971.81,38.34,33.8,98.62,0.0,98.62,0.0,98.62,Incorrect,Yes,No,Target_Hit,1,1,35997.27,3.33,1094702.8,Bearish,Bullish,Profitable,Yes
SIG_0243,Day_242,BUY,Strong,41.04,69.22,35.78,4191.53,76.14,67.14,-48.31,-52884.8,0.0,-48.31,48.31,Incorrect,No,Yes,Stop_Loss,1,1,-17633.05,3.33,1041818.0,Bullish,Bearish,Loss,Yes
SIG_0244,Day_243,SELL,Strong,30.92,35.78,71.32,2895.71,39.36,34.71,99.33,0.0,99.33,0.0,99.33,Incorrect,Yes,No,Target_Hit,1,1,36255.17,3.33,1041818.0,Bearish,Bullish,Profitable,Yes
SIG_0245,Day_244,BUY,Strong,49.31,71.32,70.34,4323.56,78.45,69.18,-1.37,-1431.55,0.0,-1.37,1.37,Incorrect,No,No,Target_Duration,1,1,-501.54,3.33,1040386.45,Bullish,Bearish,Loss,Yes
SIG_0246,Day_245,SELL,Weak,0.86,70.34,35.18,4286.52,77.37,68.23,-49.99,0.0,0.0,-49.99,49.99,Correct,No,Yes,Stop_Loss,1,1,-18244.81,3.33,1040386.45,Bearish,Bearish,Loss,No
SIG_0247,Day_246,SELL,Strong,32.2,35.18,35.2,2906.35,38.7,34.12,0.06,0.0,0.06,0.0,0.06,Incorrect,No,No,Target_Duration,1,1,20.75,3.33,1040386.45,Bearish,Bullish,Profitable,Yes
SIG_0248,Day_247,SELL,Strong,3.18,35.2,69.12,2813.81,38.72,34.14,96.36,0.0,96.36,0.0,96.36,Incorrect,Yes,No,Target_Hit,1,1,35172.73,3.33,1040386.45,Bearish,Bullish,Profitable,Yes
SIG_0249,Day_248,BUY,Strong,45.3,69.12,68.31,4088.44,76.03,67.05,-1.17,-1219.2,0.0,-1.17,1.17,Incorrect,No,No,Target_Duration,1,1,-427.73,3.33,1039167.25,Bullish,Bearish,Loss,Yes
SIG_0250,Day_249,SELL,Strong,29.25,68.31,34.2,2892.76,75.14,66.26,-49.93,0.0,0.0,-49.93,49.93,Correct,No,Yes,Stop_Loss,1,1,-18225.96,3.33,1039167.25,Bearish,Bearish,Loss,Yes
SIG_0251,Day_250,BUY,Strong,52.83,34.2,65.12,4421.1,37.62,33.17,90.41,93950.44,90.41,0.0,90.41,Correct,Yes,No,Target_Hit,1,1,32999.42,3.33,1133117.69,Bullish,Bullish,Profitable,Yes
SIG_0252,Day_251,SELL,Strong,34.15,65.12,32.52,2911.24,71.63,63.17,-50.06,0.0,0.0,-50.06,50.06,Correct,No,Yes,Stop_Loss,1,1,-18272.42,3.33,1133117.69,Bearish,Bearish,Loss,Yes
SIG_0253,Day_252,BUY,Strong,52.34,32.52,32.72,4434.84,35.77,31.54,0.62,696.87,0.62,0.0,0.62,Correct,No,No,Target_Duration,1,1,224.48,3.33,1133814.56,Bullish,Bullish,Profitable,Yes
SIG_0254,Day_253,SELL,Strong,38.03,32.72,65.42,2748.2,35.99,31.74,99.94,0.0,99.94,0.0,99.94,Incorrect,Yes,No,Target_Hit,1,1,36477.69,3.33,1133814.56,Bearish,Bullish,Profitable,Yes
SIG_0255,Day_254,BUY,Strong,60.23,65.42,32.59,4403.49,71.96,63.46,-50.18,-56898.7,0.0,-50.18,50.18,Incorrect,No,Yes,Stop_Loss,1,1,-18316.95,3.33,1076915.86,Bullish,Bearish,Loss,Yes
SIG_0256,Day_255,SELL,Medium,1.71,32.59,64.34,4328.05,35.85,31.61,97.42,0.0,97.42,0.0,97.42,Incorrect,Yes,No,Target_Hit,1,1,35559.22,3.33,1076915.86,Bearish,Bullish,Profitable,No
SIG_0257,Day_256,SELL,Strong,33.99,64.34,61.27,2856.93,70.77,62.41,-4.77,0.0,0.0,-4.77,4.77,Correct,No,Yes,Stop_Loss,1,1,-1741.61,3.33,1076915.86,Bearish,Bearish,Loss,Yes
SIG_0258,Day_257,BUY,Strong,49.99,61.27,30.63,4285.25,67.4,59.43,-50.01,-53854.58,0.0,-50.01,50.01,Incorrect,No,Yes,Stop_Loss,1,1,-18252.98,3.33,1023061.28,Bullish,Bearish,Loss,Yes
SIG_0259,Day_258,SELL,Strong,36.22,30.63,30.29,2733.25,33.69,29.71,-1.11,0.0,0.0,-1.11,1.11,Correct,No,No,Target_Duration,1,1,-405.16,3.33,1023061.28,Bearish,Bearish,Loss,Yes
SIG_0260,Day_259,BUY,Strong,53.14,30.29,60.93,4185.66,33.32,29.38,101.16,103488.27,101.16,0.0,101.16,Correct,Yes,No,Target_Hit,1,1,36921.76,3.33,1126549.55,Bullish,Bullish,Profitable,Yes
SIG_0261,Day_260,SELL,Strong,38.48,60.93,61.4,2575.13,67.02,59.1,0.77,0.0,0.77,0.0,0.77,Incorrect,No,No,Target_Duration,1,1,281.55,3.33,1126549.55,Bearish,Bullish,Profitable,Yes
SIG_0262,Day_261,BUY,Strong,5.91,61.4,29.48,2727.31,67.54,59.56,-51.99,-58565.9,0.0,-51.99,51.99,Incorrect,No,Yes,Stop_Loss,1,1,-18975.24,3.33,1067983.65,Bullish,Bearish,Loss,Yes
SIG_0263,Day_262,BUY,Strong,65.03,29.48,63.96,4500.97,32.43,28.6,116.96,124912.06,116.96,0.0,116.96,Correct,Yes,No,Target_Hit,1,1,42690.64,3.33,1192895.71,Bullish,Bullish,Profitable,Yes
SIG_0264,Day_263,SELL,Strong,32.65,63.96,32.04,3031.46,70.36,62.04,-49.91,0.0,0.0,-49.91,49.91,Correct,No,Yes,Stop_Loss,1,1,-18215.76,3.33,1192895.71,Bearish,Bearish,Loss,Yes
SIG_0265,Day_264,BUY,Strong,68.22,32.04,63.2,5099.47,35.24,31.08,97.25,116013.2,97.25,0.0,97.25,Correct,Yes,No,Target_Hit,1,1,35497.5,3.33,1308908.92,Bullish,Bullish,Profitable,Yes
SIG_0266,Day_265,SELL,Strong,38.07,63.2,32.11,3158.19,69.52,61.3,-49.19,0.0,0.0,-49.19,49.19,Correct,No,Yes,Stop_Loss,1,1,-17955.46,3.33,1308908.92,Bearish,Bearish,Loss,Yes
SIG_0267,Day_266,BUY,Strong,63.11,32.11,61.21,5151.43,35.32,31.15,90.63,118621.14,90.63,0.0,90.63,Correct,Yes,No,Target_Hit,1,1,33078.48,3.33,1427530.06,Bullish,Bullish,Profitable,Yes
SIG_0268,Day_267,SELL,Strong,37.16,61.21,31.57,3236.97,67.33,59.37,-48.42,0.0,0.0,-48.42,48.42,Correct,No,Yes,Stop_Loss,1,1,-17674.56,3.33,1427530.06,Bearish,Bearish,Loss,Yes
SIG_0269,Day_268,BUY,Strong,55.7,31.57,61.1,5039.93,34.73,30.62,93.54,133528.55,93.54,0.0,93.54,Correct,Yes,No,Target_Hit,1,1,34141.43,3.33,1561058.61,Bullish,Bullish,Profitable,Yes
SIG_0270,Day_269,SELL,Strong,7.1,61.1,31.02,4682.12,67.21,59.27,-49.23,0.0,0.0,-49.23,49.23,Correct,No,Yes,Stop_Loss,1,1,-17969.23,3.33,1561058.61,Bearish,Bearish,Loss,Yes
SIG_0271,Day_270,SELL,Strong,36.9,31.02,59.77,2954.61,34.12,30.09,92.68,0.0,92.68,0.0,92.68,Incorrect,Yes,No,Target_Hit,1,1,33828.98,3.33,1561058.61,Bearish,Bullish,Profitable,Yes
SIG_0272,Day_271,BUY,Strong,45.11,59.77,30.48,4287.35,65.75,57.98,-49.0,-76498.92,0.0,-49.0,49.0,Incorrect,No,Yes,Stop_Loss,1,1,-17886.65,3.33,1484559.69,Bullish,Bearish,Loss,Yes
SIG_0273,Day_272,SELL,Strong,38.03,30.48,28.77,2656.87,33.53,29.57,-5.61,0.0,0.0,-5.61,5.61,Correct,No,Yes,Stop_Loss,1,1,-2047.74,3.33,1484559.69,Bearish,Bearish,Loss,Yes
SIG_0274,Day_273,BUY,Strong,56.89,28.77,57.82,4168.29,31.65,27.91,100.97,149900.8,100.97,0.0,100.97,Correct,Yes,No,Target_Hit,1,1,36855.23,3.33,1634460.48,Bullish,Bullish,Profitable,Yes
SIG_0275,Day_274,SELL,Strong,37.51,57.82,27.28,2604.89,63.6,56.09,-52.82,0.0,0.0,-52.82,52.82,Correct,No,Yes,Stop_Loss,1,1,-19278.97,3.33,1634460.48,Bearish,Bearish,Loss,Yes
SIG_0276,Day_275,BUY,Strong,3.58,27.28,55.23,2698.17,30.01,26.46,102.46,167460.3,102.46,0.0,102.46,Correct,Yes,No,Target_Hit,1,1,37396.44,3.33,1801920.78,Bullish,Bullish,Profitable,Yes
SIG_0277,Day_276,BUY,Strong,63.46,55.23,54.66,4410.52,60.75,53.57,-1.03,-1859.67,0.0,-1.03,1.03,Incorrect,No,No,Target_Duration,1,1,-376.7,3.33,1800061.12,Bullish,Bearish,Loss,Yes
SIG_0278,Day_277,SELL,Strong,38.8,54.66,26.6,2699.42,60.13,53.02,-51.34,0.0,0.0,-51.34,51.34,Correct,No,Yes,Stop_Loss,1,1,-18737.47,3.33,1800061.12,Bearish,Bearish,Loss,Yes
SIG_0279,Day_278,BUY,Strong,80.03,26.6,27.15,4859.87,29.26,25.8,2.07,3721.93,2.07,0.0,2.07,Correct,No,No,Target_Duration,1,1,754.7,3.33,1803783.05,Bullish,Bullish,Profitable,Yes
SIG_0280,Day_279,SELL,Strong,39.42,27.15,55.88,2944.25,29.86,26.34,105.82,0.0,105.82,0.0,105.82,Incorrect,Yes,No,Target_Hit,1,1,38624.13,3.33,1803783.05,Bearish,Bullish,Profitable,Yes
SIG_0281,Day_280,BUY,Strong,73.75,55.88,58.43,5115.72,61.47,54.2,4.56,8231.29,4.56,0.0,4.56,Correct,No,No,Target_Duration,1,1,1665.62,3.33,1812014.34,Bullish,Bullish,Profitable,Yes
SIG_0282,Day_281,SELL,Strong,4.31,58.43,28.19,4895.14,64.27,56.68,-51.75,0.0,0.0,-51.75,51.75,Correct,No,Yes,Stop_Loss,1,1,-18890.3,3.33,1812014.34,Bearish,Bearish,Loss,Yes
SIG_0283,Day_282,SELL,Strong,34.87,28.19,62.56,3188.32,31.01,27.34,121.92,0.0,121.92,0.0,121.92,Incorrect,Yes,No,Target_Hit,1,1,44501.77,3.33,1812014.34,Bearish,Bullish,Profitable,Yes
SIG_0284,Day_283,BUY,Strong,45.87,62.56,29.82,4650.68,68.82,60.68,-52.33,-94829.52,0.0,-52.33,52.33,Incorrect,No,Yes,Stop_Loss,1,1,-19101.82,3.33,1717184.82,Bullish,Bearish,Loss,Yes
SIG_0285,Day_284,SELL,Strong,38.22,29.82,61.84,2873.12,32.8,28.93,107.38,0.0,107.38,0.0,107.38,Incorrect,Yes,No,Target_Hit,1,1,39192.82,3.33,1717184.82,Bearish,Bullish,Profitable,Yes
SIG_0286,Day_285,BUY,Strong,59.58,61.84,30.6,4585.04,68.02,59.98,-50.52,-86747.82,0.0,-50.52,50.52,Incorrect,No,Yes,Stop_Loss,1,1,-18438.87,3.33,1630436.99,Bullish,Bearish,Loss,Yes
SIG_0287,Day_286,SELL,Strong,36.96,30.6,58.62,2890.57,33.66,29.68,91.57,0.0,91.57,0.0,91.57,Incorrect,Yes,No,Target_Hit,1,1,33422.55,3.33,1630436.99,Bearish,Bullish,Profitable,Yes
SIG_0288,Day_287,BUY,Strong,62.75,58.62,29.34,4704.32,64.48,56.86,-49.95,-81438.41,0.0,-49.95,49.95,Incorrect,No,Yes,Stop_Loss,1,1,-18231.32,3.33,1548998.59,Bullish,Bearish,Loss,Yes
SIG_0289,Day_288,SELL,Strong,34.84,29.34,57.17,3065.16,32.27,28.46,94.85,0.0,94.85,0.0,94.85,Incorrect,Yes,No,Target_Hit,1,1,34621.51,3.33,1548998.59,Bearish,Bullish,Profitable,Yes
SIG_0290,Day_289,BUY,Strong,53.42,57.17,28.58,4702.45,62.89,55.45,-50.01,-77463.48,0.0,-50.01,50.01,Incorrect,No,Yes,Stop_Loss,1,1,-18253.19,3.33,1471535.11,Bullish,Bearish,Loss,Yes
SIG_0291,Day_290,SELL,Strong,35.78,28.58,27.84,3019.74,31.44,27.72,-2.59,0.0,0.0,-2.59,2.59,Correct,No,No,Target_Duration,1,1,-945.07,3.33,1471535.11,Bearish,Bearish,Loss,Yes
SIG_0292,Day_291,BUY,Weak,0.73,27.84,56.35,3041.77,30.62,27.0,102.41,150694.92,102.41,0.0,102.41,Correct,Yes,No,Target_Hit,1,1,37378.41,3.33,1622230.03,Bullish,Bullish,Profitable,No
SIG_0293,Day_292,BUY,Strong,47.68,56.35,55.9,4492.07,61.99,54.66,-0.8,-1295.48,0.0,-0.8,0.8,Incorrect,No,No,Target_Duration,1,1,-291.48,3.33,1620934.55,Bullish,Bearish,Loss,Yes
SIG_0294,Day_293,SELL,Strong,32.92,55.9,28.71,3013.42,61.49,54.22,-48.64,0.0,0.0,-48.64,48.64,Correct,No,Yes,Stop_Loss,1,1,-17753.76,3.33,1620934.55,Bearish,Bearish,Loss,Yes
SIG_0295,Day_294,BUY,Strong,57.6,28.71,27.02,4749.16,31.58,27.85,-5.89,-9541.55,0.0,-5.89,5.89,Incorrect,No,Yes,Stop_Loss,1,1,-2148.55,3.33,1611393.0,Bullish,Bearish,Loss,Yes
SIG_0296,Day_295,SELL,Strong,3.62,27.02,56.11,4577.11,29.72,26.21,107.66,0.0,107.66,0.0,107.66,Incorrect,Yes,No,Target_Hit,1,1,39296.26,3.33,1611393.0,Bearish,Bullish,Profitable,Yes
SIG_0297,Day_296,SELL,Strong,33.58,56.11,28.31,3039.97,61.72,54.43,-49.55,0.0,0.0,-49.55,49.55,Correct,No,Yes,Stop_Loss,1,1,-18084.12,3.33,1611393.0,Bearish,Bearish,Loss,Yes
SIG_0298,Day_297,SELL,Strong,3.91,28.31,57.76,2920.96,31.14,27.46,104.03,0.0,104.03,0.0,104.03,Incorrect,Yes,No,Target_Hit,1,1,37969.8,3.33,1611393.0,Bearish,Bullish,Profitable,Yes
SIG_0299,Day_298,BUY,Strong,45.89,57.76,29.66,4261.41,63.54,56.03,-48.65,-78393.6,0.0,-48.65,48.65,Incorrect,No,Yes,Stop_Loss,1,1,-17757.1,3.33,1532999.4,Bullish,Bearish,Loss,Yes
SIG_0300,Day_299,BUY,Strong,3.69,29.66,59.4,4418.81,32.63,28.77,100.27,153713.43,100.27,0.0,100.27,Correct,Yes,No,Target_Hit,1,1,36598.45,3.33,1686712.82,Bullish,Bullish,Profitable,Yes
SIG_0301,Day_300,SELL,Strong,31.81,59.4,59.52,3013.29,65.34,57.62,0.2,0.0,0.2,0.0,0.2,Incorrect,No,No,Target_Duration,1,1,73.74,3.33,1686712.82,Bearish,Bullish,Profitable,Yes
SIG_0302,Day_301,BUY,Strong,42.47,59.52,28.51,4293.16,65.47,57.73,-52.1,-87877.96,0.0,-52.1,52.1,Incorrect,No,Yes,Stop_Loss,1,1,-19016.55,3.33,1598834.86,Bullish,Bearish,Loss,Yes
SIG_0303,Day_302,SELL,Strong,35.54,28.51,60.8,2767.36,31.36,27.65,113.26,0.0,113.26,0.0,113.26,Incorrect,Yes,No,Target_Hit,1,1,41339.35,3.33,1598834.86,Bearish,Bullish,Profitable,Yes
SIG_0304,Day_303,BUY,Strong,51.17,60.8,30.3,4183.32,66.88,58.98,-50.16,-80204.71,0.0,-50.16,50.16,Incorrect,No,Yes,Stop_Loss,1,1,-18310.03,3.33,1518630.15,Bullish,Bearish,Loss,Yes
SIG_0305,Day_304,SELL,Strong,36.14,30.3,60.49,2671.66,33.33,29.39,99.64,0.0,99.64,0.0,99.64,Incorrect,Yes,No,Target_Hit,1,1,36367.49,3.33,1518630.15,Bearish,Bullish,Profitable,Yes
SIG_0306,Day_305,BUY,Strong,5.6,60.49,30.57,2821.37,66.54,58.68,-49.46,-75115.58,0.0,-49.46,49.46,Incorrect,No,Yes,Stop_Loss,1,1,-18053.89,3.33,1443514.57,Bullish,Bearish,Loss,Yes
SIG_0307,Day_306,BUY,Strong,54.49,30.57,28.82,4358.74,33.63,29.65,-5.72,-8263.5,0.0,-5.72,5.72,Incorrect,No,Yes,Stop_Loss,1,1,-2089.47,3.33,1435251.07,Bullish,Bearish,Loss,Yes
SIG_0308,Day_307,BUY,Strong,3.53,28.82,57.31,4512.6,31.7,27.96,98.85,141881.69,98.85,0.0,98.85,Correct,Yes,No,Target_Hit,1,1,36082.06,3.33,1577132.77,Bullish,Bullish,Profitable,Yes
SIG_0309,Day_308,SELL,Strong,32.15,57.31,27.95,3061.94,63.04,55.59,-51.23,0.0,0.0,-51.23,51.23,Correct,No,Yes,Stop_Loss,1,1,-18699.01,3.33,1577132.77,Bearish,Bearish,Loss,Yes
SIG_0310,Day_309,SELL,Strong,2.55,27.95,56.96,2983.73,30.74,27.11,103.79,0.0,103.79,0.0,103.79,Incorrect,Yes,No,Target_Hit,1,1,37884.26,3.33,1577132.77,Bearish,Bullish,Profitable,Yes
SIG_0311,Day_310,BUY,Strong,47.57,56.96,59.0,4403.15,62.66,55.25,3.58,5648.44,3.58,0.0,3.58,Correct,No,No,Target_Duration,1,1,1307.23,3.33,1582781.2,Bullish,Bullish,Profitable,Yes
SIG_0312,Day_311,SELL,Strong,29.32,59.0,28.17,3112.16,64.9,57.23,-52.25,0.0,0.0,-52.25,52.25,Correct,No,Yes,Stop_Loss,1,1,-19072.8,3.33,1582781.2,Bearish,Bearish,Loss,Yes
SIG_0313,Day_312,BUY,Strong,50.12,28.17,27.22,4671.91,30.99,27.32,-3.37,-5337.74,0.0,-3.37,3.37,Incorrect,No,Yes,Stop_Loss,1,1,-1230.92,3.33,1577443.46,Bullish,Bearish,Loss,Yes
SIG_0314,Day_313,SELL,Strong,3.4,27.22,57.4,4513.11,29.94,26.4,110.87,0.0,110.87,0.0,110.87,Incorrect,Yes,No,Target_Hit,1,1,40469.14,3.33,1577443.46,Bearish,Bullish,Profitable,Yes
SIG_0315,Day_314,SELL,Strong,33.36,57.4,57.97,3007.31,63.14,55.68,0.99,0.0,0.99,0.0,0.99,Incorrect,No,No,Target_Duration,1,1,362.46,3.33,1577443.46,Bearish,Bullish,Profitable,Yes
SIG_0316,Day_315,BUY,Strong,36.11,57.97,28.39,4093.11,63.77,56.23,-51.03,-80491.25,0.0,-51.03,51.03,Incorrect,No,Yes,Stop_Loss,1,1,-18624.63,3.33,1496952.21,Bullish,Bearish,Loss,Yes
SIG_0317,Day_316,SELL,Strong,33.68,28.39,56.91,2714.64,31.23,27.54,100.46,0.0,100.46,0.0,100.46,Incorrect,Yes,No,Target_Hit,1,1,36667.14,3.33,1496952.21,Bearish,Bullish,Profitable,Yes
SIG_0318,Day_317,BUY,Strong,2.94,56.91,28.08,2794.34,62.6,55.2,-50.66,-75834.01,0.0,-50.66,50.66,Incorrect,No,Yes,Stop_Loss,1,1,-18490.51,3.33,1421118.21,Bullish,Bearish,Loss,Yes
SIG_0319,Day_318,BUY,Strong,45.91,28.08,58.76,4077.24,30.89,27.24,109.26,155270.32,109.26,0.0,109.26,Correct,Yes,No,Target_Hit,1,1,39879.63,3.33,1576388.53,Bullish,Bullish,Profitable,Yes
SIG_0320,Day_319,BUY,Strong,4.04,58.76,29.36,4242.02,64.64,57.0,-50.03,-78873.08,0.0,-50.03,50.03,Incorrect,No,Yes,Stop_Loss,1,1,-18262.42,3.33,1497515.45,Bullish,Bearish,Loss,Yes
SIG_0321,Day_320,SELL,Strong,31.2,29.36,56.09,2918.33,32.3,28.48,91.04,0.0,91.04,0.0,91.04,Incorrect,Yes,No,Target_Hit,1,1,33230.42,3.33,1497515.45,Bearish,Bullish,Profitable,Yes
SIG_0322,Day_321,SELL,Strong,7.13,56.09,28.08,2710.15,61.7,54.41,-49.94,0.0,0.0,-49.94,49.94,Correct,No,Yes,Stop_Loss,1,1,-18227.22,3.33,1497515.45,Bearish,Bearish,Loss,Yes
SIG_0323,Day_322,BUY,Strong,45.62,28.08,27.14,3946.56,30.89,27.24,-3.35,-5013.05,0.0,-3.35,3.35,Incorrect,No,Yes,Stop_Loss,1,1,-1221.87,3.33,1492502.4,Bullish,Bearish,Loss,Yes
SIG_0324,Day_323,SELL,Strong,32.4,27.14,52.22,2667.97,29.85,26.33,92.41,0.0,92.41,0.0,92.41,Incorrect,Yes,No,Target_Hit,1,1,33729.55,3.33,1492502.4,Bearish,Bullish,Profitable,Yes
SIG_0325,Day_324,BUY,Strong,49.26,52.22,27.98,3982.16,57.44,50.65,-46.42,-69280.46,0.0,-46.42,46.42,Incorrect,No,Yes,Stop_Loss,1,1,-16942.93,3.33,1423221.93,Bullish,Bearish,Loss,Yes
SIG_0326,Day_325,SELL,Strong,31.71,27.98,53.66,2719.56,30.78,27.14,91.78,0.0,91.78,0.0,91.78,Incorrect,Yes,No,Target_Hit,1,1,33499.64,3.33,1423221.93,Bearish,Bullish,Profitable,Yes
SIG_0327,Day_326,BUY,Strong,47.23,53.66,52.69,4003.87,59.03,52.05,-1.81,-2572.73,0.0,-1.81,1.81,Incorrect,No,No,Target_Duration,1,1,-659.8,3.33,1420649.21,Bullish,Bearish,Loss,Yes
SIG_0328,Day_327,SELL,Strong,30.06,52.69,28.06,2800.39,57.96,51.11,-46.75,0.0,0.0,-46.75,46.75,Correct,No,Yes,Stop_Loss,1,1,-17061.97,3.33,1420649.21,Bearish,Bearish,Loss,Yes
SIG_0329,Day_328,BUY,Strong,43.47,28.06,28.48,4017.77,30.87,27.22,1.5,2126.42,1.5,0.0,1.5,Correct,No,No,Target_Duration,1,1,546.33,3.33,1422775.62,Bullish,Bullish,Profitable,Yes
SIG_0330,Day_329,SELL,Strong,30.63,28.48,52.25,2787.03,31.33,27.63,83.46,0.0,83.46,0.0,83.46,Incorrect,Yes,No,Target_Hit,1,1,30463.66,3.33,1422775.62,Bearish,Bullish,Profitable,Yes
SIG_0331,Day_330,BUY,Strong,43.07,52.25,54.35,3987.29,57.48,50.68,4.02,5718.33,4.02,0.0,4.02,Correct,No,No,Target_Duration,1,1,1466.99,3.33,1428493.96,Bullish,Bullish,Profitable,Yes
SIG_0332,Day_331,SELL,Strong,29.92,54.35,29.14,2794.19,59.78,52.72,-46.38,0.0,0.0,-46.38,46.38,Correct,No,Yes,Stop_Loss,1,1,-16930.36,3.33,1428493.96,Bearish,Bearish,Loss,Yes
SIG_0333,Day_332,BUY,Strong,41.2,29.14,54.18,3945.26,32.05,28.27,85.93,122750.48,85.93,0.0,85.93,Correct,Yes,No,Target_Hit,1,1,31364.45,3.33,1551244.43,Bullish,Bullish,Profitable,Yes
SIG_0334,Day_333,BUY,Medium,1.64,54.18,29.74,4010.06,59.6,52.55,-45.11,-69974.92,0.0,-45.11,45.11,Incorrect,No,Yes,Stop_Loss,1,1,-16464.75,3.33,1481269.51,Bullish,Bearish,Loss,No
SIG_0335,Day_334,SELL,Strong,31.48,29.74,55.38,2747.6,32.71,28.85,86.21,0.0,86.21,0.0,86.21,Incorrect,Yes,No,Target_Hit,1,1,31468.06,3.33,1481269.51,Bearish,Bullish,Profitable,Yes
